DocId,DocTextlen,DocText,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X,INTJ,DocType,FileSize,FilePath,DocCat
E_095,3191,aviator win globes accolade aviator name good film golden globe awards star leonardo_dicaprio name good actor hollywood veteran clint_eastwood take good director prize million dollar baby star hilary_swank good actress quirky comedy sideways name good screenplay good comedy ray star jamie_foxx good actor musical comedy briton_clive_owen natalie_portman win prize good support role closer aviator dicaprio play millionaire howard_hughes edge ahead rival beverly_hills ceremony win good original score prize total award million dollar baby sideways closer take golden globe accept good dramatic actor prize dicaprio describe director martin_scorsese great contributor world cinema time annette_bening win good actress musical comedy julia spanish movie sea inside name good foreign language film swank previously win golden globe oscar boy cry pay tribute million dollar baby director co star clint_eastwood guide brilliantly humble opinion give performance career say foxx nominate award beat good support actor title owen good actor tv movie prize geoffrey_rush the_life_and_death_of_peter_sellers bbc co production life death peter sellers name good tv movie mick_jagger dave_stewart win good original song award old habits die hard movie alfie ian_mcshane name good actor tv drama lead role deadwood uk hope kate_winslet imelda_staunton go home handed despite lead actress nomination eternal_sunshine_of_the_spotless_mind vera_drake respectively win golden globe say improve film performer chance subsequently win an_academy_award unlike oscars golden globes split award genre prize drama musical comedy globes honour good television suburban series desperate housewives name good tv comedy actress teri_hatcher beat fellow desperate housewives star marcia_cross felicity_huffman good comedy actress prize hatcher thank cast crew network give second chance career big cosmetic surgery series nip tuck beat the_sopranos_and_deadwood good television drama title arrest development star jason_bateman name good tv actor musical comedy series golden globes award the_hollywood_foreign_press_association comprise film reporter base los_angeles work overseas outlet robin_williams time globe winner film fisher king good morning vietnam receive cecil b demille award career achievement dedicate prize superman actor christopher_reeve die year,48,52,11.0,20.0,19.0,40,116,6.0,5.0,23.0,98,56,9.0,3.0,54,0.0,0.0,Entertainment,3199,../input/bbc-full-text-document-classification/bbc/entertainment/095.txt,1
E_096,1688,singer film festival documentary take candid look life chart top singer george_michael show year berlin_film_festival different story screen panorama section festival run 10 20 february feature singer talk career personal life day wham recent event michael attend festival introduce screening 16 february director southan_morris executive producer andy_stephens attend festival 93 minute film michael discuss early day wham later career include legal battle record label sony stance iraq war american politic touch turbulent personal life include arrest beverly_hills park toilet 1998 lewd behaviour death boyfriend anselmo_feleppa aids film include previously unseen footage singer feature contribution michael wham partner andrew_ridgeley ex wham back singer pepsi shirlie contributor include sting mariah carey elton_john noel_gallagher geri_halliwell simon_cowell year festival open man_to_man historical epic star joseph_fiennes kristin_scott-thomas 21 film compete festival prize golden bear film competition include the_life_aquatic quirky comedy star bill_murray biopic kinsey feature liam_neeson programme announce 1 february,20,32,6.0,13.0,9.0,24,56,8.0,7.0,18.0,43,35,1.0,1.0,27,0.0,0.0,Entertainment,1692,../input/bbc-full-text-document-classification/bbc/entertainment/096.txt,1
E_097,1884,"surprise win anti bush film michael_moore's anti bush documentary fahrenheit_9/11 win good film the_us_people's_choice_awards vote public mel_gibson's passion christ win good drama despite film snub far film award run february oscars julia_roberts win 10th consecutive crown favourite female movie star johnny depp favourite male movie star renee_zellweger favourite lead lady sunday award la film sequel shrek 2 take prize vote animate movie film comedy sequel television category desperate_housewives name new drama joey star friends actor matt_leblanc good new comedy long run show grace csi crime scene investigation name good tv comedy tv drama respectively nominee the_people's_choice_awards pick 6,000 strong entertainment_weekly magazine panel winner subsequently choose 21 million online voter fahrenheit 9/11 director michael_moore dedicate trophy soldier iraq film highly critical president george_w_bush lead invasion iraq moore outspoken bush critic 2004 presidential campaign inwhich democratic challenger john_kerry lose country right leave democrat republican moore tell audience ceremony pasadena california moore say historic occasion 31 year old award ceremony documentary good film unlike film maker passion christ director mel_gibson vow campaign oscar movie ultimate goal work elite gibson say backstage event people speak",38,31,8.0,19.0,12.0,21,70,7.0,6.0,11.0,49,48,3.0,0.0,27,0.0,0.0,Entertainment,1890,../input/bbc-full-text-document-classification/bbc/entertainment/097.txt,1
E_098,1251,da vinci film star tom_hanks actor tom_hanks director ron_howard reunite da vinci code adaptation international well sell novel dan_brown distributor sony_pictures say production begin year plan release 2006 hank play robert_langdon try solve murder member ancient society protect dark secret century hanks collaboration howard previously work howard produce partner brian_grazer splash apollo 13 hanks hollywood bankable star presence movie guarantee box office success brown book publishing phenomenon consistently top book chart uk sell million copy worldwide little year classic whodunit centre global conspiracy surround holy_grail mythology place heavy emphasis symbol cryptography protagonist harvard professor liken contemporary indiana_jones appear brown book angels demons tale mix art history mythology semiotic medieval history,14,25,8.0,12.0,6.0,16,44,6.0,7.0,10.0,31,22,0.0,0.0,21,0.0,0.0,Entertainment,1255,../input/bbc-full-text-document-classification/bbc/entertainment/098.txt,1
E_099,1416,controversial film top festival controversial film star hollywood actor kevin_bacon convict paedophile win honour london film festival thursday woodsman win satyajit ray_award name indian director low budget film direct nicole_kassell convict child molester try rebuild life 12 year jail judge say film tackle contentious subject great insight sensitivity previous film prize include oscar win boy cry true life story murder transsexual brandon_teena british writer director amma_asante win uk film talent award year debut feature way life set south_wales film teenage single mother embroil tense stand turkish neighbour thursday night the_fipresci_international_critics_awards go aaltra belgian film handicap the_sutherland_trophy win jonathan_caouette film tarnation festival close screening film heart huckabees star jude_law dustin_hoffman direct king film maker david_o_russell festival year include european screening new pixar animation incredibles british film bullet boy star solid crew rapper asher d.,19,26,3.0,5.0,5.0,31,52,2.0,3.0,7.0,36,28,0.0,0.0,30,0.0,0.0,Entertainment,1420,../input/bbc-full-text-document-classification/bbc/entertainment/099.txt,1
E_100,1806,focker retain film chart crown comedy meet fockers hold number spot north american box office second week take $ 42.8 m £ 23.7 m weekend make overall taking $ 163 m £ 90 m 12 day accord studio estimate take $ 19.1 m £ 9.9 m christmas day high taking day box office history sequel ben_stiller comedy meet_the_parents star robert_de_niro dustin_hoffman barbra_streisand success meet_the_fockers help produce record box office revenue 2004 say paul_dergarabedian president industry tracker exhibitor relations strong anticipate final week year help industry end high note say mr dergarabedian meet fockers break box office record money take new year eve $ 12.2 m £ 6.2 m new year day take $ 18 m £ 9.4 m previous new year eve record set 2000 cast_away $ 8.5 m £ 4.5 m lord rings return king hold new year day title $ 12.8 m £ 6.7 m christmas taking 26.5 2003 figure blame christmas fall weekend year weekend 12 film take estimate $ 125.4 m £ 65.8 m 4.3 increase weekend year major release week provide competition meet_the_fockers lemony snicket series unfortunate event finish second place $ 14.7 m £ 7.7 m aviator star leonardo_dicaprio howard_hughes end position take $ 11.2 m £ 5.9 m comedy fat_albert_-_co write bill_cosby move chart fourth place take $ 10.7 m £ 5.6 m,17,41,5.0,7.0,4.0,33,70,39.0,10.0,11.0,50,56,2.0,20.0,38,0.0,0.0,Entertainment,1821,../input/bbc-full-text-document-classification/bbc/entertainment/100.txt,1
E_101,1940,sundance honour foreign film international film give prominence film year sundance_film_festival movie dominate theme war independent film festival feature new international cinema competition 20 30 january season utah film debut sundance include liberace baghdad british director sean_mcallister prestigious festival found actor robert_redford 1981 international component year enter jury competition festival director geoffrey_gilmore say want world cinema emphasis par american dramatic documentary competition film compete new world cinema documentary category focus country people siege liberace baghdad feature iraqi pianist hide hotel wait visa finnish film the_three_rooms_of_melancholia look war chechnya shake hands devil journey romeo dallaire tell un mission rwanda 1994 genocide french israeli production wall look israel controversial security wall separate palestinian territory 16 film compete new world cinema dramatic category include work germany south_korea angola china denmark australia hollywood star feature festival american independent drama category include keanu_reeves benjamin_bratt vince_vaughn star quirky movie thumbsucker 21 grams actress naomi_watts play bud hollywood actress ellie_parker grand jury prize year festival go low budget sci fi thriller primer write direct shane_carruth morgan_spurlock earn directing award super size international box office hit,30,39,2.0,8.0,7.0,27,72,10.0,6.0,8.0,47,36,4.0,1.0,35,0.0,0.0,Entertainment,1946,../input/bbc-full-text-document-classification/bbc/entertainment/101.txt,1
E_102,1334,day lewis set berlin honour actor daniel_day-lewis present award career film berlin film festival 47 year old credit include oscar win performance left foot present the_berlinale_camera award 15 february honour award 1986 honour figure cinema festival feel particularly indebted man man historical epic star kristin_scott_thomas open german festival 10 february candid documentary life career singer george_michael different story screen 10 day event day lewis compete time berlin film festival film father 1994 the_crucible 1997 boxer 1998 martin_scorsese's gangs_of_new_york 2003 festival praise sensational start role my_beautiful_launderette costume classic room view great number celebrate role subsequent production japan old film studio honour day-lewis shochiku film studio found 110 year ago cinematic institution receive berlinale camera award famous japanese director include akira_hurosawa film produce studio,14,28,4.0,12.0,4.0,24,43,11.0,3.0,7.0,35,44,2.0,0.0,20,0.0,0.0,Entertainment,1338,../input/bbc-full-text-document-classification/bbc/entertainment/102.txt,1
E_103,2311,"download enter single chart digital music download include main single chart time billboard hot 100 chart incorporate datum sale music download previously assign separate download chart green day boulevard broken dreams currently number billboard pop chart tops digital chart download sale incorporate uk single chart later year digital sale compile billboard's hot_digital_sales chart tally sale physical single airplay information new hot 100 chart second new chart pop 100 combine airplay digital physical sale confine airplay information radio station play chart music addition green day artist current digital sale 10 include kelly_clarkson game killers sale legally download song shoot tenfold 2004 200 million track purchase online europe 12 month the_international_federation_of_the_phonographic_industry ifpi report month uk sale song download overtook physical single time end year week december 2004 see download sale 312,000 compare 282,000 physical single accord the_british_phonographic_industry uk official music download chart launch september compile popular track download legal uk site include itunes od2 mycokemusic.com napster westlife flying wings 1999 track reissue occasion number uk download chart spokesman the_british_phonographic_industry bpi say combine uk download sale chart compile half year work go music business right sure new chart work plan say bpi spokesman describe uk music download chart compile the_official_charts_company having great success launch provide focus industry drive interest download music fan say",35,47,16.0,17.0,9.0,32,88,14.0,11.0,11.0,47,49,1.0,0.0,42,1.0,0.0,Entertainment,2317,../input/bbc-full-text-document-classification/bbc/entertainment/103.txt,1
E_104,1198,"glasgow host tsunami benefit gig name scottish music take benefit concert aid victim asian tsunami 10,000 ticket saturday concert feature franz_ferdinand belle sebastian travis glasgow secc sell 36 hour mull_historical_society deacon_blue idlewild texas mogwai teenage_fanclub act perform concert organiser hope raise £ 250,000 follow cardiff gig star eric_clapton keane jools_holland raise £ 1.25 m. take place night tsunami benefit bristol massive_attack portishead share stage time colin_macintyre mull_historical_society play gig day say determined glasgow benefit say think affect see report come far east know somebody see wave destruction natural disaster like generation lucky artist able perform like",13,28,4.0,12.0,8.0,21,37,4.0,6.0,20.0,25,29,2.0,2.0,24,0.0,0.0,Entertainment,1204,../input/bbc-full-text-document-classification/bbc/entertainment/104.txt,1
E_105,1475,pop band busted break chart top pop band busted confirm plan break follow rumour verge splitting statement band record company universal say frontman charlie_simpson plan spend time work band fightstar say busted reconvene course band hit include number one hit chart 2002 single include school year 3000 crash wedding say david band include member matt_jay james_bourne self title debut album follow present 2003 win good pop act good breakthrough act 2004 brit awards nominate good british group recently top chart theme live action film version thunderbirds vote record year itv1 band capitalise craze artist play catchy pop music rock overtone trio see alternative manufacture artist consider credible musician write song play instrument recent rumour suggest simpson want quit band focus fightstar plan fightstar tour,16,26,10.0,14.0,5.0,24,57,8.0,9.0,21.0,20,37,6.0,0.0,40,0.0,1.0,Entertainment,1479,../input/bbc-full-text-document-classification/bbc/entertainment/105.txt,1
E_106,1161,streets album year streets aka british rapper songwriter mike_skinner top poll find year good album grand come free beat keane hope fears second place franz_ferdinand's self title album q magazine poll skinner use blunt beat streetwise lyric thing fall love drink drug q_magazine say grand come free capture country mood way predict grand come free second album streets follow original_pirate_material q_magazine praise runner poll keane hopes fears describe revelatory debut show songwrite flair spare say franz_ferdinand's album sound natural unforced produce rock band u2 late album dismantle atomic bomb come fourth razorlight's_up_all_night fifth place notable list include dizzee_rascal number 12 zutons 20 estelle come 39 joss_stone 40th jamelia take 44th place,13,24,3.0,11.0,8.0,20,42,3.0,11.0,5.0,31,34,2.0,0.0,27,0.0,0.0,Entertainment,1164,../input/bbc-full-text-document-classification/bbc/entertainment/106.txt,1
E_107,1074,manic charge bbc_6_music manic street preachers helm bbc digital radio station 6 music week december welsh band hit include design_for_life tolerate choose record play 6 12 december album day include u2 joshua_tree group perform live session follow footstep radiohead take station week year bass player nicky_wire join phil_jupitus morning monday 6 december vocalist guitarist james_dean_bradfield appear andrew_collins' afternoon thursday 9 group choose documentary air leonard cohen_story guitar greats jimmy page live concert session track pick include special rat race record hammersmith odeon london public enemy fight power rebel pause band answer question e mail 6 music listener,7,23,4.0,9.0,7.0,17,35,6.0,6.0,12.0,36,15,2.0,0.0,20,1.0,0.0,Entertainment,1078,../input/bbc-full-text-document-classification/bbc/entertainment/107.txt,1
E_108,2128,"medium seek jackson juror note reporter cover singer michael_jackson trial california ask questionnaire complete potential juror lawyer news organisation say vital response 250 potential juror public serve check process santa_barbara_county_superior_court consider request monday mr jackson deny child molestation estimate trial cost santa_barbara county $ 4 m £ 2.13 m michael_jackson mother say 100 certain son commit child abuse charge face court currently select 12 juror stand juror trial process delay thursday member star legal team hit family illness defence lawyer argue bid associated_press news organisation potential juror response public release complete jury questionnaire serve purpose add sensationalist coverage case motion mr jackson lawyer state estimate total cost trial expect month range $ 2.5 m £ 1.33 m $ 4 m £ 2.13 m local taxpayer money estimate include cost city santa_maria the_superior_court investigation prosecution case cost security need courthouse estimate $ 40,000 £ 21,000 day say jason_stilwell special project manager county administrator office mr jackson 46 deny ply boy alcohol molest mother katherine_jackson tell us_tv network fox_news sunday pop star son tell innocent believe reason know character say love child molest love describe mr jackson good person mother say fear give fair trial sleep think wicked people try say",21,39,4.0,22.0,6.0,32,90,17.0,23.0,26.0,25,60,5.0,8.0,52,0.0,0.0,Entertainment,2138,../input/bbc-full-text-document-classification/bbc/entertainment/108.txt,1
E_109,1382,band aid retain number spot charity single band_aid_20 hold chart spot second week strengthen chance christmas number know christmas feature artist include chris_martin jamelia hold kylie_minogue remain week big single week chart reveal festive chart topper minogue late release believe go number push ice cube destiny child slip place lose_my_breath follow girls aloud children need record stand new entry 10 come robbie_williams track misunderstood new track write greatest_hits album new release entire 40 album chart record company big release early hope cash lucrative christmas market u2 dismantle bomb remain number week row follow williams greatest_hits opera band il_divo move place eponymous album number maroon 5 album songs jane move number seven despite release 47 week ago abba_gold great hit album creep 40 year release,23,33,8.0,12.0,2.0,20,46,17.0,11.0,14.0,26,18,4.0,0.0,34,0.0,0.0,Entertainment,1386,../input/bbc-full-text-document-classification/bbc/entertainment/109.txt,1
E_110,1473,rap boss arrest drug find rap mogul marion suge knight arrest violate parole allegedly find marijuana arrest barstow california saturday follow alleged traffic offence expect transfer state prison decision release mr knight founder death_row_records serve 10 month jail term 2004 punch man parole assault conviction police say mr_knight stop saturday perform illegal u turn search car allegedly find marijuana accuse have insurance 18 year old woman car arrest provide false information have fake id card later release second alleged violation having previously serve half year sentence break term parole mr knight 39 jail october 1996 follow involvement fight rival gang hour rapper tupac_shakur kill las_vegas drive shooting drive shakur car time shoot head time probation assault musician mr knight bodyguard set death_row record early 1990 shakur dr_dre protegee label dog allegation support gang culture fuel east west coast rap rivalry,11,36,7.0,22.0,7.0,23,56,7.0,3.0,16.0,31,30,5.0,0.0,35,0.0,0.0,Entertainment,1477,../input/bbc-full-text-document-classification/bbc/entertainment/110.txt,1
E_111,1390,"elton play paris charity concert sir elton_john perform special concert paris raise money victim asian tsunami british singer play 2,700 strong audience sunday french capital bastille opera house concert attempt bring broad range event famous venue money raise fondation pour l'enfance_(foundation childhood aim rebuild child shelter sri_lanka sir elton play hit vast catalogue sell crowd include french president valery_giscard_d'estaing wife anne-aymone veteran pop star play piano accompaniment concert last hour interval tell crowd year lot drug alcohol true nightmare impossible 14 year normal drug call david""_-_a reference david_furnish partner crowd greet song stand ovation include french singer charles_aznavour british ambassador sir john_holmes sir elton team phil_collins record version eric_clapton's 1991 hit tear heaven raise money relief fund release date set recording organise sharon_osbourne",18,30,5.0,12.0,3.0,28,57,4.0,8.0,14.0,26,24,1.0,0.0,27,0.0,0.0,Entertainment,1394,../input/bbc-full-text-document-classification/bbc/entertainment/111.txt,1
E_112,984,"elvis set uk single chart rock_'n'_roll_legend_elvis set uk single chart sunday 27 year death release hit song jailhouse rock sell x_factor winner steve_brockstein's cover odd 2,000 copy tuesday record spot elvis 19th uk number time top chart remix little know song little conversation number june 2002 jailhouse_rock reach number sunday 999th history uk pop chart song top chart 1958 chart analyst elvis score 1000th number record night release following week follow week fool record company sonybmg new elvis campaign call ambitious single release campaign history uk record industry",9,22,6.0,14.0,0.0,22,44,9.0,3.0,10.0,25,19,2.0,0.0,16,0.0,0.0,Entertainment,987,../input/bbc-full-text-document-classification/bbc/entertainment/112.txt,1
E_113,1410,"wal-mart sue rude lyric parent 13 year old girl sue supermarket giant wal-mart cd rock group evanescence contain swear word lawsuit file washington_county allege wal-mart deceive customer put warn label cover trevin_skeens allege wal-mart know offend word censor music sale website wal-mart say investigate claim plan pull cd wal-mart policy stock cd carry parental advisory label mr skeens say buy home cd daughter shocked hear swearing play car want family expect clean need remove shelf prevent child hear say mr skeens brownsville lawsuit seek force wal-mart censor music remove store maryland seek damage $ 74,500 £ 38,660 customer buy cd maryland_wal-marts name record label wind-up_records distributor bmg_entertainment legal action wal-mart set high standard possible eliminate image word topic individual find objectionable wal-mart spokesman guy_whitcomb tell the_herald-mail_of_hagerstown",13,22,2.0,12.0,7.0,21,46,3.0,14.0,20.0,27,27,4.0,2.0,42,0.0,0.0,Entertainment,1415,../input/bbc-full-text-document-classification/bbc/entertainment/113.txt,1
E_114,1476,"pete_doherty miss bail deadline singer pete_doherty spend weekend jail come £ 150,000 bond money bail time libertines singer grant bail curfew restriction highbury_corner_magistrates_court charge robbery blackmail lawyer say money raise time mr doherty 25 arrest follow allege incident london hotel wednesday evening musician alan_wass 23 north london appear court accuse offence magistrates impose range bail condition mr_doherty include curfew 2200 0700 attend drug rehabilitation centre tell able leave home accompany security firm surrender passport report daily local police station mr wass give curfew tell surrender passport mr doherty leave libertines end june 2004 continue perform band babyshambles singer link supermodel kate_moss arrest police call islington hotel response claim man assault man 30 later take university_college_hospital london facial injury discharge lawyer represent mr_doherty mr wass say outside court pair strenuously deny charge",5,32,6.0,22.0,7.0,21,54,6.0,6.0,13.0,28,25,5.0,1.0,36,0.0,0.0,Entertainment,1481,../input/bbc-full-text-document-classification/bbc/entertainment/114.txt,1
E_115,1528,rapper_snoop_dogg sue rape rapper snoop_dogg sue $ 25 m £ 13 m artist claim entourage drug rape year ago woman say assault recording the_jimmy_kimmel_live_tv abc network 2003 rapper spokesman say allegation untrue woman misuse legal system means extract financial gain abc say claim merit star charge police lawsuit file los_angeles friday say woman champagne spike assault rapper spokesperson say snoop opportunity prove court law alleged victim opportunistic deceitful confident case alleged victim claim snoop_dogg reject lawsuit name snoop_dogg real calvin_broadus_-_plus associate the_walt_disney_company parent company abc_inc. woman wait year sue try negotiate settlement medium company lawyer perry_wander say disney abc fail provide safe work environment client say legal action come rap star sue woman claim try blackmail quiet allege assault 32 year old rapper enjoy 10 album burst music scene hit song like gin_and_juice 1993,14,24,2.0,17.0,8.0,32,62,10.0,11.0,17.0,16,44,5.0,2.0,41,1.0,0.0,Entertainment,1534,../input/bbc-full-text-document-classification/bbc/entertainment/115.txt,1
E_116,1350,"legendary music studio close new_york music studio john_lennon spend final hour close month the_hit_factory open 37 year ago play host big star music include paul_simon madonna david_bowie rise digital recording affect business studio relocate small premise miami lennon record final album double_fantasy studio 1979 studio found jerry_ragovoy 1968 1975 sell fellow producer edward_germano turn 100,000 square foot studio seven recording room live master suite client stevie_wonder record classic album songs key life know album record partially record studio include bruce_springsteen's bear usa the_rolling_stones'_emotional_rescue paul_simon's graceland michael_jackson billy_joel jay z beyonce artist hit factory past 50 cent survive attempt life leave premise 2000 studio history 1994 win record 41 grammy nomination song record master mix include soundtrack the_whitney_houston film bodyguard",13,28,9.0,10.0,6.0,19,41,10.0,3.0,16.0,30,26,3.0,0.0,28,0.0,0.0,Entertainment,1354,../input/bbc-full-text-document-classification/bbc/entertainment/116.txt,1
E_117,1638,rapper_jay-z label boss rap star jay-z record company executive charge hip hop influential label def_jam jay-z say music 2003 black album company president chief executive january def_jam's parent company universal appointment buy jay-z's roc fella label def_jam's artist include ll_cool_j dmx ludacris ja_rule ashanti jay-z continue run roc-a-fella found damon_dash 1995 kanye_west beanie_sigel roster universal say wednesday buy 50 roc fella antonio la reid chairman the_island_def_jam_music_group say think relevant credible hip hop community build def_jam's fantastic legacy hope jay-z company groundbreaking era add jay-z real shawn_carter say inherit important brand hip hop def_jam roc fella feel giant step entire artist community successful respected rap star year jay-z's hit include hard knock life dirt shoulder 03 bonnie clyde girlfriend beyonce_knowles say retire black album release album ill fated tour r kelly def_jam found 1984 russell_simmons producer rick_rubin sign artist include run dmc beastie boys public enemy,17,28,6.0,16.0,15.0,18,45,10.0,7.0,19.0,64,55,1.0,0.0,31,0.0,0.0,Entertainment,1643,../input/bbc-full-text-document-classification/bbc/entertainment/117.txt,1
E_118,1456,rem concert blight illness rock band rem force cancel concert bass player mike_mills take hospital suffering severe flu like symptom band force cut short monday night sheffield cancel tuesday glasgow date mill hardly stand let play say rem spokesman add rest hospital remainder band play short acoustic set monday tuesday gig reschedule 15 june ticket glasgow advise retain ticket stub attend new date band spokesman say review remain date day day basis base doctor advice mills obviously want mike well clearly want play show rest assure soon possible say band hopeful able wednesday date add spokesman rem play accoustic version hit losing_my_religion high leave new_york love the_sheffield_arena audience monday band originally schedule play date uk world tour 1995 drummer bill_berry collapse switzerland band tour having suffer ruptured aneurysm recovery leave band year later,16,25,11.0,23.0,3.0,22,58,4.0,13.0,20.0,20,39,4.0,0.0,42,0.0,0.0,Entertainment,1460,../input/bbc-full-text-document-classification/bbc/entertainment/118.txt,1
E_119,1358,ring fire hit co writer die merle_kilgore co writer country hit ring fire die congestive heart failure age 70 start singer songwriter go music management look country star hank_williams_jr. write ring fire june carter cash future wife johnny_cash go score popular hit track kilgore heart surgery 2004 diagnose lung cancer death attribute treatment undergo cancer self pen 10 hit dear mama 1959 song write artist wolverton_mountain sell 10 million copy record claude_king write ring fire june carter cash unrequited love johnny later marry record young sister anita_carter johnny go success june carter cash previously say upset husband kilgore talk song credit believe credit year kilgore turn award dinner wheelchair expect honour hank_williams_jr instead surprise recipient lifetime achievement award the_international_entertainment_buyers_association,10,36,7.0,13.0,4.0,13,42,7.0,4.0,23.0,33,20,3.0,0.0,34,0.0,0.0,Entertainment,1362,../input/bbc-full-text-document-classification/bbc/entertainment/119.txt,1
E_120,3296,memory marley mark 60th anniversary birth reggae star bob_marley rob_partridge_-_marley's head press island_records remember man legend partridge work marley 1977 jamaican musician death 1981 join island_records 1977 week work rainbow theatre date london album exodus come 1977 provide hit confirm global superstar status 1979 big touring attraction world remember go date milan turin enormous concert bob mesmeric people privilege work iron succeed bob drive individual realise start manifest destiny believe suffer fool gladly risk state obvious extraordinary song writer stage act great see see time recall 1978 come uk pops daily_mirror journalist half hour interview interrupt rehearsal come dressing room resume interview see world cup match tv sit tv 10 minute obvious go end mirror truncated interview time see london 1980 arrange play day football indoor fulham bob good player talk jamaican style football attack midfield player team assemble gig play brazil world cup win player struggle connect black america reggae correspond disco 70 bob 1990 great icon america world 1991 year death sell record time life see black america take bob heart time bob worldwide term great music star go africa recognise place john_lennon elvis disrespect artist case great good influential artist popular music 1981 year tour africa stevie_wonder perform zimbabwe guinea course 1981 tour happen africa embrace speculate height power 36 year old sense career go downhill bob endlessly optimistic way africa turn realise perfect total belief power mankind sure alive today believe africa firstly politically free secondly able defeat aids epidemic final tune final album redemption_song_-_one incredible classic time,41,77,26.0,51.0,20.0,61,99,18.0,18.0,68.0,53,92,7.0,0.0,67,0.0,2.0,Entertainment,3311,../input/bbc-full-text-document-classification/bbc/entertainment/120.txt,1
E_121,1783,belle name good scottish band belle_&_sebastian name good scottish band time month long public poll group beat travis idlewild second place respectively franz_ferdinand recently pick brit award nomination end 15th place eurythmics wind lowly 38 scottish act the_mull_historical_society feature 50 perform party glasgow result announce scottish base band snow_patrol finish 14th vote nominate pair brit_awards performer cover know scottish pop song party wednesday night indie stalwart belle_&_sebastian enjoy chart career stretch 1997 surprise winner brit award good breakthrough act year later scottish band early musical era final list include 1970s tartan boy band bay city rollers goth favourite jesus mary_chain scottish magazine list recently compile list 50 scottish band time leave final decision public magazine music editor mark_robertson say idea project simple rediscover good scottish music fine musical talent span age 70 rock 80 pop right today international star strong opinion want open public decide add bbc_radio scotland presenter vic_galloway involve project say great fun look scotland musical heritage note come scottish act,35,42,11.0,13.0,9.0,33,59,9.0,7.0,13.0,30,41,2.0,0.0,36,0.0,0.0,Entertainment,1788,../input/bbc-full-text-document-classification/bbc/entertainment/121.txt,1
E_122,4211,"dance music dead say fatboy_dj_norman_cook_-_aka fatboy_slim say dance music dead admit currently go fallow patch commercial failure late album britain big dance act fatboy_slim's palookaville the_prodigy's_always_outnumbered_never_outgunned couple closure superclub folding dance music magazine month the_brit_awards announce long award best dance act prize brits committee announce dance music long happen music development lead suggest dance finish popular music genre cook acknowledge change dance world year album halfway gutter stars stress mean dance scene permanently week make album read article demise dance music obviously affect somewhat tell bbc_world_service's ticket programme personally believe dead go die go bit fallow patch think consciously subconsciously read week dance music dead think right scrub track album sale uk palookaville stay uk 75 week cook achieve recent global success beach party event brighton sea 2002 attract 250,000 people late rio achieve crowd 360,000 dvd rio set big seller year crowd big weather nice atmosphere good halfway record think get cook say nervous big one valium rio hour literally pace floor reason especially get reputation atmosphere joie de vivre go mean play record promise party location world despite problem brighton event end chaos reveller find strand transport ground halt man die heart attack woman fall death free party have widen horizon beach landlocked country want involve cook say rio carnival maracana sao paolo new gig famous football stadium dj admit massive worldwide success downside intense medium interest personal life particular say struggle cope tabloid intrusion temporary break marriage radio_one presenter zoe_ball link dj_dan_peppe tabloid thing difficult time cook say especially zoe gate scary say determine happen ball affect album deliberately jolly tune people think depressed explain think right highlight bizarre coincidence song write split turn great deal meaning intend say zoe track call my_masochistic_baby_went leave mind album recall say yeah hilarious masochistic baby leave cook add way cope intense paparazzi pressure accumulate end private road live paul_mccartney neighbour like prisoner rattle bar mug cook explain pap end road knock door paul come round warn know",53,73,40.0,56.0,17.0,68,133,15.0,19.0,83.0,45,140,31.0,0.0,98,1.0,2.0,Entertainment,4218,../input/bbc-full-text-document-classification/bbc/entertainment/122.txt,1
E_123,1630,label withdraw mcfadden video new video westlife singer brian_mcfadden pull dublin school complain associate song irish son st_fintian's high_school say clearly identify video mcfadden go mcfadden make claim beat school song lyric say cell block performer record label sony_bmg withdraw video issue replacement television station label believe school fictitious receive complaint say reference school unintentional coincidental head christian_brothers' school st_fintian's richard_fogarty say video imply 24 year old pop star attend school abuse school treat pupil respect mr fogarty say statement mcfadden make specific reference the_christian_brothers song attend st_fintian's corporal punishment outlaw irish school 1982 mcfadden year old mcfadden debut solo album release week say song autobiographical true story alcoholism domestic violence topic deal song half write robbie_williams' collaborator guy_chambers mcfadden quit chart top group westlife march go number september solo single real enjoy 12 chart topper boy band part company,21,28,5.0,21.0,6.0,21,60,5.0,4.0,17.0,29,36,7.0,0.0,34,0.0,0.0,Entertainment,1635,../input/bbc-full-text-document-classification/bbc/entertainment/123.txt,1
E_124,1330,byrd producer melcher die 62 record producer terry_melcher hit byrds ry cooder beach boys die aged 62 son actress doris_day help write kokomo beach boys movie cocktail earn 1988 golden_globe nomination produce mr tambourine man byrds turn turn turn melcher die friday night home beverly_hills california long battle skin cancer join columbia_records producer mid-1960 work gram_parsons mamas papas early career melcher hit duo call bruce_&_terry future beach boy_bruce_johnston evolve rip_chords group melcher work closely mother produce doris day help run charitable activity 1969 link charles_manson murder see death actress sharon_tate friend home melcher rent rumour circulate melcher know manson killer real target turn record contract los_angeles police discount rumour point melcher move malibu manson know new address,8,34,8.0,7.0,8.0,20,38,5.0,2.0,19.0,44,31,2.0,0.0,27,0.0,0.0,Entertainment,1334,../input/bbc-full-text-document-classification/bbc/entertainment/124.txt,1
